16/06/26;0515;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876530515
16/06/26;0515;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 7 VILEDA 0706 2;    AV748;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV748.mp3;01335303480515
16/06/26;0545;  ;  ;  ;  ;0020;  ;MC DONALDS WORLDHEIST FOOD GAM;    AV285;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3369;      AV285.mp3;01341463060545
16/06/26;0545;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068290545
16/06/26;0545;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876520545
16/06/26;0615;  ;  ;  ;  ;0030;  ;DEGHI SEDIE TAVOLI 1904 2504  ;    AT830;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT830.mp3;01345106330615
16/06/26;0615;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059370615
16/06/26;0615;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369270615
16/06/26;0615;  ;  ;  ;  ;0015;  ;UNIEURO SBF GENERICO PROP3 MAS;    AV908;C;154I550;00;  ;UNIEURO SPA                   ;00U3772;      AV908.mp3;01347735150615
16/06/26;0615;  ;  ;  ;  ;0015;  ;FUMAKILLA VAPE CONCORSO 1406 3;    AV997;C;154K903;00;  ;FUMAKILLA EUROPE S.R.L.       ;00U3589;      AV997.mp3;01343974050615
16/06/26;0645;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876540645
16/06/26;0645;  ;  ;  ;  ;0020;  ;FALKENSTEINER CALABRIA 1506 19;    AW053;C;154M058;00;  ;FALKENSTEINER GARDEN CALABRIA ;00U3462;      AW053.mp3;01341884010645
16/06/26;0645;  ;  ;  ;  ;0015;  ;LEROY MERLIN 30 ANNI 1006 2806;    AV871;C;154H704;00;  ;LEROY MERLIN ITALIA S.R.L.    ;00U3747;      AV871.mp3;01346883270645
16/06/26;0645;  ;  ;  ;  ;0030;  ;COREVE FATTI MANDARE DALLA MAM;    X9862;C;154I966;00;  ;CONSORZIO RECUPERO VETRO - CO.;00U2509;      X9862.mp3;01333914500645
16/06/26;0645;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342145170645
16/06/26;0715;  ;  ;  ;  ;0015;  ;COOP VOCE HERO DONNA SOGG. 1 1;    AW038;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3804;      AW038.mp3;01348265390715
16/06/26;0715;  ;  ;  ;  ;0015;  ;DECATHLON GREAT OUTDOOR TENDA ;    AV297;C;154E314;00;  ;DECATHLON ITALIA S.R.L.       ;00U3226;      AV297.mp3;01341056660715
16/06/26;0715;  ;  ;  ;  ;0030;  ;DEGHI BAGNO 1904 2504         ;    AT827;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT827.mp3;01345106370715
16/06/26;0715;  ;  ;  ;  ;0020;  ;SELEX AEO ICHNUSA 15-20 GIUGNO;    AW016;C;1549564;00;  ;SELEX - GRUPPO COMMERCIALE SPA;00U3752;      AW016.mp3;01347236500715
16/06/26;0715;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068330715
16/06/26;0715;  ;  ;  ;  ;0020;  ;DIFAR PERSPIREX 2026 1005 1107;    AU654;C;154L224;00;  ;DIFAR DISTRIBUZIONE S.R.L.    ;00U2833;      AU654.mp3;01340774660715
16/06/26;0715;  ;  ;  ;  ;0030;  ;DAIKIN NUVOLA NEW 1205 1807   ;    AU765;C;154E631;00;  ;DAIKIN AIR CONDITIONING ITALY ;00U3062;      AU765.mp3;01338692150715
16/06/26;0745;  ;  ;  ;  ;0020;  ;MC DONALDS WORLDHEIST FOOD TER;    AV283;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3369;      AV283.mp3;01341463080745
16/06/26;0745;  ;  ;  ;  ;0030;  ;MIN. SALUTE DONAZIONE SANGUE 1;    AW010;C;154L596;00;  ;ISTITUTO SUPERIORE DI SANITA' ;00U3807;      AW010.mp3;01348314290745
16/06/26;0745;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369280745
16/06/26;0745;  ;  ;  ;  ;0030;  ;AMAZON PRIME DAYS CELEBRATION ;    AV982;C;1551864;00;  ;AMAZON EUROPE CORE SARL       ;00U3775;      AV982.mp3;01347846980745
16/06/26;0745;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 8 VIM 0706 2006;    AV750;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV750.mp3;01335311460745
16/06/26;0745;  ;  ;  ;  ;0020;  ;DAYGUM PROTEX APERITIVO 1409 0;    AK716;C;1547571;00;  ;PERFETTI VAN MELLE SPA        ;00U3803;      AK716.mp3;01348222270745
16/06/26;0802;  ;  ;  ;  ;0030;  ;ING BUSINESS BANKING OPZIONE 1;    AW055;C;1551775;00;  ;ING BANK N.V.MILAN BRANCH     ;00U3826;      AW055.mp3;01348610660802
16/06/26;0815;  ;  ;  ;  ;0015;  ;COOP MENO 25 VIVIVERDE E BENES;    AV835;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3737;      AV835.mp3;01346816510815
16/06/26;0815;  ;  ;  ;  ;0015;  ;LEROY MERLIN 30 ANNI 1006 2806;    AV871;C;154H704;00;  ;LEROY MERLIN ITALIA S.R.L.    ;00U3747;      AV871.mp3;01346883280815
16/06/26;0815;  ;  ;  ;  ;0015;  ;FUMAKILLA VAPE CONCORSO 1406 3;    AV997;C;154K903;00;  ;FUMAKILLA EUROPE S.R.L.       ;00U3589;      AV997.mp3;01343974090815
16/06/26;0815;  ;  ;  ;  ;0030;  ;FIDIA CONTACTA LENTI 1205 3005;    AG346;C;1546566;00;  ;FIDIA FARMACEUTICI SPA        ;00U3215;      AG346.mp3;01339775030815
16/06/26;0815;  ;  ;  ;  ;0015;  ;VIESSMAN CLIMA 26 0305 2106   ;    AU335;C;154L282;00;  ;VIESSMANN S.R.L.              ;00U3259;      AU335.mp3;01340822330815
16/06/26;0815;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342134060815
16/06/26;0845;  ;  ;  ;  ;0030;  ;DEGHI PERGOLE 1904 2504       ;    AT829;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT829.mp3;01345106360845
16/06/26;0845;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059390845
16/06/26;0845;  ;  ;  ;  ;0020;  ;FALKENSTEINER CALABRIA 1506 19;    AW053;C;154M058;00;  ;FALKENSTEINER GARDEN CALABRIA ;00U3462;      AW053.mp3;01341884020845
16/06/26;0845;  ;  ;  ;  ;0015;  ;UNIEURO SBF SAMSUNG 1 FRIGO 11;    AV907;C;154I550;00;  ;UNIEURO SPA                   ;00U3772;      AV907.mp3;01347735160845
16/06/26;0845;  ;  ;  ;  ;0030;  ;COREVE FATTI MANDARE DALLA MAM;    X9862;C;154I966;00;  ;CONSORZIO RECUPERO VETRO - CO.;00U2509;      X9862.mp3;01333914510845
16/06/26;0902;  ;  ;  ;  ;0030;  ;ING BUSINESS BANKING OPZIONE 1;    AW055;C;1551775;00;  ;ING BANK N.V.MILAN BRANCH     ;00U3826;      AW055.mp3;01348610440902
16/06/26;0915;  ;  ;  ;  ;0015;  ;COOP VOCE HERO  DONNA SOGG. 1 ;    AW041;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3804;      AW041.mp3;01348265400915
16/06/26;0915;  ;  ;  ;  ;0015;  ;DECATHLON CITY OUTDOOR BICI EL;    AV300;C;154E314;00;  ;DECATHLON ITALIA S.R.L.       ;00U3226;      AV300.mp3;01341056670915
16/06/26;0915;  ;  ;  ;  ;0020;  ;DAYGUM PROTEX PAUSA PRANZO 140;    AK724;C;1547571;00;  ;PERFETTI VAN MELLE SPA        ;00U3803;      AK724.mp3;01348222280915
16/06/26;0915;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342134350915
16/06/26;0915;  ;  ;  ;  ;0030;  ;DEGHI GIARDINO 1904 2504      ;    AT828;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT828.mp3;01345106380915
16/06/26;0915;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876550915
16/06/26;0945;  ;  ;  ;  ;0030;  ;THE FORK DISPENSATORE SAGGEZZA;    AV925;C;154I811;00;  ;LA FOURCHETTE (ITALY) SRL     ;00U3761;      AV925.mp3;01347308820945
16/06/26;0945;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369290945
16/06/26;0945;  ;  ;  ;  ;0030;  ;MIN. SALUTE DONAZIONE SANGUE 1;    AW010;C;154L596;00;  ;ISTITUTO SUPERIORE DI SANITA' ;00U3807;      AW010.mp3;01348314300945
16/06/26;0945;  ;  ;  ;  ;0020;  ;SELEX AEO ICHNUSA 15-20 GIUGNO;    AW016;C;1549564;00;  ;SELEX - GRUPPO COMMERCIALE SPA;00U3752;      AW016.mp3;01347236510945
16/06/26;1015;  ;  ;  ;  ;0030;  ;DEGHI GIARDINO 1904 2504      ;    AT828;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT828.mp3;01345106401015
16/06/26;1015;  ;  ;  ;  ;0020;  ;SELEX AEO ICHNUSA 15-20 GIUGNO;    AW016;C;1549564;00;  ;SELEX - GRUPPO COMMERCIALE SPA;00U3752;      AW016.mp3;01347236521015
16/06/26;1015;  ;  ;  ;  ;0015;  ;FUMAKILLA VAPE CONCORSO 1406 3;    AV997;C;154K903;00;  ;FUMAKILLA EUROPE S.R.L.       ;00U3589;      AV997.mp3;01343974121015
16/06/26;1015;  ;  ;  ;  ;0030;  ;ING BUSINESS BANKING OPZIONE 1;    AW055;C;1551775;00;  ;ING BANK N.V.MILAN BRANCH     ;00U3826;      AW055.mp3;01348623401015
16/06/26;1015;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 9 CHILLY 0706 2;    AV752;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV752.mp3;01335303531015
16/06/26;1015;  ;  ;  ;  ;0030;  ;DAIKIN NUVOLA NEW 1205 1807   ;    AU765;C;154E631;00;  ;DAIKIN AIR CONDITIONING ITALY ;00U3062;      AU765.mp3;01338692171015
16/06/26;1045;  ;  ;  ;  ;0015;  ;COOP VOCE HERO DONNA SOGG. 3 1;    AW043;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3804;      AW043.mp3;01348265411045
16/06/26;1045;  ;  ;  ;  ;0015;  ;UNIEURO SBF FRIGO SAMSUNG 2 11;    AV910;C;154I550;00;  ;UNIEURO SPA                   ;00U3772;      AV910.mp3;01347735171045
16/06/26;1045;  ;  ;  ;  ;0030;  ;FIDIA CONTACTA OCCHIALI  1205 ;    AG347;C;1546566;00;  ;FIDIA FARMACEUTICI SPA        ;00U3215;      AG347.mp3;01339775041045
16/06/26;1045;  ;  ;  ;  ;0020;  ;FALKENSTEINER CALABRIA 1506 19;    AW053;C;154M058;00;  ;FALKENSTEINER GARDEN CALABRIA ;00U3462;      AW053.mp3;01341884031045
16/06/26;1045;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342145181045
16/06/26;1045;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059411045
16/06/26;1045;  ;  ;  ;  ;0020;  ;MC DONALDS WORLDHEIST FOOD GAM;    AV285;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3369;      AV285.mp3;01341463101045
16/06/26;1115;  ;  ;  ;  ;0015;  ;COOP MENO 25 VIVIVERDE E BENES;    AV835;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3737;      AV835.mp3;01346816521115
16/06/26;1115;  ;  ;  ;  ;0015;  ;LEROY MERLIN 30 ANNI 1006 2806;    AV871;C;154H704;00;  ;LEROY MERLIN ITALIA S.R.L.    ;00U3747;      AV871.mp3;01346883291115
16/06/26;1115;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068351115
16/06/26;1115;  ;  ;  ;  ;0015;  ;FUMAKILLA VAPE CONCORSO 1406 3;    AV997;C;154K903;00;  ;FUMAKILLA EUROPE S.R.L.       ;00U3589;      AV997.mp3;01343974111115
16/06/26;1115;  ;  ;  ;  ;0030;  ;THE FORK SUMMER MAGGIO 2026 14;    AV926;C;154I811;00;  ;LA FOURCHETTE (ITALY) SRL     ;00U3761;      AV926.mp3;01347308841115
16/06/26;1115;  ;  ;  ;  ;0030;  ;DEGHI ARREDARE CASA 1904 2504 ;    AT826;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT826.mp3;01345106391115
16/06/26;1145;  ;  ;  ;  ;0020;  ;SELEX AEO ICHNUSA 15-20 GIUGNO;    AW016;C;1549564;00;  ;SELEX - GRUPPO COMMERCIALE SPA;00U3752;      AW016.mp3;01347236531145
16/06/26;1145;  ;  ;  ;  ;0030;  ;COREVE FATTI MANDARE DALLA MAM;    X9862;C;154I966;00;  ;CONSORZIO RECUPERO VETRO - CO.;00U2509;      X9862.mp3;01333914521145
16/06/26;1145;  ;  ;  ;  ;0030;  ;AMAZON PRIME DAYS CELEBRATION ;    AV982;C;1551864;00;  ;AMAZON EUROPE CORE SARL       ;00U3775;      AV982.mp3;01347846991145
16/06/26;1145;  ;  ;  ;  ;0020;  ;DAYGUM PROTEX COLAZIONE 1409 0;    AK718;C;1547571;00;  ;PERFETTI VAN MELLE SPA        ;00U3803;      AK718.mp3;01348222291145
16/06/26;1145;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369301145
16/06/26;1145;  ;  ;  ;  ;0015;  ;VIESSMAN CLIMA 26 0305 2106   ;    AU335;C;154L282;00;  ;VIESSMANN S.R.L.              ;00U3259;      AU335.mp3;01340822341145
16/06/26;1202;  ;  ;  ;  ;0030;  ;ING BUSINESS BANKING OPZIONE 1;    AW055;C;1551775;00;  ;ING BANK N.V.MILAN BRANCH     ;00U3826;      AW055.mp3;01348610601202
16/06/26;1215;  ;  ;  ;  ;0015;  ;LEROY MERLIN 30 ANNI 1006 2806;    AV871;C;154H704;00;  ;LEROY MERLIN ITALIA S.R.L.    ;00U3747;      AV871.mp3;01346883301215
16/06/26;1215;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876561215
16/06/26;1215;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068371215
16/06/26;1215;  ;  ;  ;  ;0020;  ;DIFAR PERSPIREX 2026 1005 1107;    AU654;C;154L224;00;  ;DIFAR DISTRIBUZIONE S.R.L.    ;00U2833;      AU654.mp3;01340774671215
16/06/26;1215;  ;  ;  ;  ;0015;  ;DECATHLON GREAT OUTDOOR TENDA ;    AV297;C;154E314;00;  ;DECATHLON ITALIA S.R.L.       ;00U3226;      AV297.mp3;01341056681215
16/06/26;1245;  ;  ;  ;  ;0015;  ;COOP VOCE HERO DONNA SOGG. 1 1;    AW038;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3804;      AW038.mp3;01348265421245
16/06/26;1245;  ;  ;  ;  ;0030;  ;DEGHI PERGOLE 1904 2504       ;    AT829;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT829.mp3;01345106411245
16/06/26;1245;  ;  ;  ;  ;0030;  ;MIN. SALUTE DONAZIONE SANGUE 1;    AW010;C;154L596;00;  ;ISTITUTO SUPERIORE DI SANITA' ;00U3807;      AW010.mp3;01348314311245
16/06/26;1245;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342134361245
16/06/26;1245;  ;  ;  ;  ;0015;  ;UNIEURO SBF GENERICO PROP3 MAS;    AV908;C;154I550;00;  ;UNIEURO SPA                   ;00U3772;      AV908.mp3;01347735181245
16/06/26;1315;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876571315
16/06/26;1315;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068391315
16/06/26;1315;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 10 SCOTTEX 0706;    AV753;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV753.mp3;01335303491315
16/06/26;1315;  ;  ;  ;  ;0030;  ;DEGHI BAGNO 1904 2504         ;    AT827;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT827.mp3;01345106301315
16/06/26;1315;  ;  ;  ;  ;0020;  ;DAYGUM PROTEX APERITIVO 1409 0;    AK716;C;1547571;00;  ;PERFETTI VAN MELLE SPA        ;00U3803;      AK716.mp3;01348222241315
16/06/26;1345;  ;  ;  ;  ;0030;  ;THE FORK DISPENSATORE SAGGEZZA;    AV925;C;154I811;00;  ;LA FOURCHETTE (ITALY) SRL     ;00U3761;      AV925.mp3;01347308861345
16/06/26;1345;  ;  ;  ;  ;0030;  ;COREVE FATTI MANDARE DALLA MAM;    X9862;C;154I966;00;  ;CONSORZIO RECUPERO VETRO - CO.;00U2509;      X9862.mp3;01333914531345
16/06/26;1345;  ;  ;  ;  ;0015;  ;FUMAKILLA VAPE CONCORSO 1406 3;    AV997;C;154K903;00;  ;FUMAKILLA EUROPE S.R.L.       ;00U3589;      AV997.mp3;01343974021345
16/06/26;1345;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059431345
16/06/26;1345;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369311345
16/06/26;1345;  ;  ;  ;  ;0020;  ;MC DONALDS WORLDHEIST FOOD GAM;    AV285;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3369;      AV285.mp3;01341463131345
16/06/26;1415;  ;  ;  ;  ;0015;  ;COOP VOCE HERO  DONNA SOGG. 1 ;    AW041;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3804;      AW041.mp3;01348265431415
16/06/26;1415;  ;  ;  ;  ;0030;  ;DEGHI SEDIE TAVOLI 1904 2504  ;    AT830;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT830.mp3;01345106291415
16/06/26;1415;  ;  ;  ;  ;0030;  ;FIDIA CONTACTA LENTI 1205 3005;    AG346;C;1546566;00;  ;FIDIA FARMACEUTICI SPA        ;00U3215;      AG346.mp3;01339775051415
16/06/26;1415;  ;  ;  ;  ;0015;  ;DECATHLON GREAT OUTDOOR TENDA ;    AV297;C;154E314;00;  ;DECATHLON ITALIA S.R.L.       ;00U3226;      AV297.mp3;01341056691415
16/06/26;1415;  ;  ;  ;  ;0030;  ;DAIKIN NUVOLA NEW 1205 1807   ;    AU765;C;154E631;00;  ;DAIKIN AIR CONDITIONING ITALY ;00U3062;      AU765.mp3;01338692111415
